City,Year,Municipal_Spending,Municipal_Budget,Spending_to_Budget_Ratio
Gurugram,Unnamed: 3,0.0,0.0,
Gurugram,Unnamed: 4,0.0,0.0,
Gurugram,Unnamed: 5,5771072948.0,6313879904.0,0.914029572267265
