City,Year,Municipal_Spending,Municipal_Budget,Spending_to_Budget_Ratio
Ahmedabad,Unnamed: 3,45123338150.0,49773612094.0,0.9065714994680771
Ahmedabad,Unnamed: 4,50038417766.0,62950387885.0,0.7948865677747999
Ahmedabad,Unnamed: 5,58832203521.0,83032768590.0,0.7085419951670191
