@id,@lat,@lon,highway,crossing,traffic_calming
7358502445,19.2302583,72.8441951,traffic_signals,,
7358502447,19.2301028,72.8416702,traffic_signals,,
7361584928,19.2290962,72.8443815,traffic_signals,,
7361947948,19.2302644,72.8443507,traffic_signals,,
7361947959,19.2303677,72.8443453,traffic_signals,,
7362994444,19.1296985,72.8779227,traffic_signals,,
7366043901,19.0014323,72.8157594,traffic_signals,,
7366043902,19.0013281,72.8157938,traffic_signals,,
7366127478,19.2306373,72.8566844,traffic_signals,,
7366246698,19.0743562,72.8606101,traffic_signals,,
7366340611,19.2323062,72.9699992,traffic_signals,,
7366340614,19.2322607,72.9698387,traffic_signals,,
7366340616,19.2323086,72.9698652,traffic_signals,,
7366340622,19.2321873,72.9700012,traffic_signals,,
7366340626,19.2321577,72.9699227,traffic_signals,,
7366340627,19.2321725,72.9698785,traffic_signals,,
7366340631,19.2323230,72.9699763,traffic_signals,,
7370620008,19.1161003,72.8373432,traffic_signals,,
7370925706,19.1164022,72.8434091,traffic_signals,,
7371027858,19.1659964,72.9648712,traffic_signals,,
7371029953,19.1141387,72.8365839,traffic_signals,,
7371029955,19.1144537,72.8372446,,,bump
7371029957,19.1147171,72.8374274,,,bump
7371029960,19.1153344,72.8374135,,,bump
7371029962,19.1159472,72.8373536,traffic_signals,,
7371092120,19.0250959,72.8404096,traffic_signals,,
7371481513,19.0188309,72.8359206,traffic_signals,,
7371481514,19.0188290,72.8360462,traffic_signals,,
7371570195,19.0134068,72.8338006,traffic_signals,,
7371959394,19.1140767,72.8364829,traffic_signals,,
7371959395,19.1141439,72.8364303,traffic_signals,,
7374036800,19.0190287,72.8488379,traffic_signals,,
7374290526,19.2814744,72.8582815,traffic_signals,,
7374320615,19.0169058,72.8588252,traffic_signals,,
7374320616,19.0169654,72.8587567,traffic_signals,,
7374413675,19.1739502,72.8408220,traffic_signals,,
7374437593,19.2815603,72.8583457,traffic_signals,,
7374437594,19.2815531,72.8582697,traffic_signals,,
7374437609,19.2713048,72.8673770,traffic_signals,,
7374437624,19.2742638,72.8614901,traffic_signals,,
7374437656,19.2813971,72.8576741,traffic_signals,,
7374437664,19.2834233,72.8634913,traffic_signals,,
7374437666,19.2833782,72.8634961,traffic_signals,,
7374437670,19.2833964,72.8633860,traffic_signals,,
7374437672,19.2858046,72.8692028,traffic_signals,,
7374437674,19.2856592,72.8690838,traffic_signals,,
7374443590,19.2833698,72.8633926,traffic_signals,,
7374443604,19.2834466,72.8634390,traffic_signals,,
7374507888,19.0048265,72.8541276,traffic_signals,,
7374507903,19.0112603,72.8545247,traffic_signals,,
7374507910,19.0048338,72.8538765,traffic_signals,,
7374507918,19.0113046,72.8543010,traffic_signals,,
7374507921,19.0168259,72.8589689,traffic_signals,,
7374507922,19.0167110,72.8588599,traffic_signals,,
7374550820,19.1911225,72.8469450,traffic_signals,,
7375884906,19.0184511,72.8636880,traffic_signals,,
7377462936,19.1915913,72.8586657,traffic_signals,,
7377462937,19.1917366,72.8583640,traffic_signals,,
7377619417,19.2712483,72.8674440,traffic_signals,,
7377619418,19.2713050,72.8675030,traffic_signals,,
7377660276,19.2212190,72.8530217,traffic_signals,,
7377660280,19.2139903,72.8511618,traffic_signals,,
7377660282,19.2306538,72.8566001,traffic_signals,,
7377674097,19.2232002,72.8537435,traffic_signals,,
7377674103,19.2206411,72.8527054,traffic_signals,,
7377674116,19.2307550,72.8566471,traffic_signals,,
7377674117,19.2138473,72.8510990,traffic_signals,,
7377674132,19.2150747,72.8383817,traffic_signals,,
7377674147,19.2139202,72.8510409,traffic_signals,,
7377729180,19.0196266,72.8562352,traffic_signals,,
7378436342,19.2041100,72.8496922,traffic_signals,,
7378436343,19.2040706,72.8495990,traffic_signals,,
7378436344,19.2041344,72.8496106,traffic_signals,,
7378448192,19.2073677,72.8349698,traffic_signals,,
7378448200,19.2074215,72.8371469,traffic_signals,,
7379493826,18.9675773,72.8449084,traffic_signals,,
7383810756,18.9568744,72.8156754,traffic_signals,,
7383810759,18.9562354,72.8140080,traffic_signals,,
7383968020,19.2812704,72.8575974,traffic_signals,,
