City,Year,Municipal_Spending,Municipal_Budget,Spending_to_Budget_Ratio
Indore,Unnamed: 3,13327700569.0,18778600205.0,0.7097281172987197
Indore,Unnamed: 4,15774287090.0,19518629002.0,0.8081657317419
Indore,Unnamed: 5,16214241758.0,19865338543.0,0.8162076736272613
