City/District,District-wise Population (As per Census 2011),2022 Number of Accidents,2022 Fatalities,2022 Number of Persons Injured,2022 Fatalities per 100000 population,2023 Number of Accidents,2023 Fatalities,2023 Number of Persons Injured,2023 Fatalities per 100000 population
Surat,6081322,1322,753,957,12.38,1360,803,866,13.2
