City,Year,Municipal_Spending,Municipal_Budget,Spending_to_Budget_Ratio
Hyderabad,Unnamed: 3,28246748000.0,35237134000.0,0.8016187695628141
Hyderabad,Unnamed: 4,30649920000.0,38829829000.0,0.7893395564528497
Hyderabad,Unnamed: 5,33059378000.0,39699485000.0,0.8327407269892796
